bandit,instance,reward,timeout,seed,-a,Result,bestObj,solOverTime,integralPrimalGap
ppo,examples/pdptw/pdptw_100/lr207.txt,r3,900,0,ppo --device=cuda:7 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr207 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877574895180,======,92001192610.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr109.txt,r3,900,0,ppo --device=cuda:2 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr109 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877638752239,======,94004269384.0,[],900.0
ppo,examples/pdptw/pdptw_100/lc205.txt,r3,900,0,ppo --device=cuda:4 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lc205 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877614217271,======,92002245502.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr108.txt,r3,900,0,ppo --device=cuda:1 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr108 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877616860550,======,86003216662.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr110.txt,r3,900,0,ppo --device=cuda:3 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr110 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877608759175,======,84004347508.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr206.txt,r3,900,0,ppo --device=cuda:6 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr206 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877620787992,======,90001197198.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr208.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr208 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730890707559543,======,82003395618.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr209.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr209 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730891389831014,======,86002277547.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr210.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr210 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730891701982530,======,84002315500.0,[],900.0
ppo,examples/pdptw/pdptw_100/lrc106.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lrc106 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730892071717658,======,90003343492.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr211.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr211 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730891856864562,======,90002222649.0,[],900.0
ppo,examples/pdptw/pdptw_100/lrc207.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lrc207 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730902929264226,======,90001312863.0,[],900.0
ppo,examples/pdptw/pdptw_100/lc208.txt,r3,900,0,ppo --device=cuda:7 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lc208 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877645606692,======,6838148.0,[(t:13.483-step:536-v:2206.768)-(t:20.404-step:815-v:1838.148)],616.63
ppo,examples/pdptw/pdptw_100/lc206.txt,r3,900,0,ppo --device=cuda:5 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lc206 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877625839687,======,7119951.0,[(t:8.279-step:306-v:2117.959)-(t:8.297-step:307-v:2109.984)-(t:14.109-step:533-v:2085.813)-(t:14.121-step:534-v:2067.738)-(t:14.273-step:535-v:2067.104)-(t:14.289-step:536-v:2056.246)-(t:15.492-step:599-v:1822.345)],612.344
ppo,examples/pdptw/pdptw_100/lc207.txt,r3,900,0,ppo --device=cuda:6 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lc207 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877600302747,======,7665997.0,[(t:7.859-step:260-v:1665.997)],584.971
ppo,examples/pdptw/pdptw_100/lc107.txt,r3,900,0,ppo --device=cuda:1 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lc107 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877623332196,======,12012610.0,[(t:11.461-step:270-v:2078.821)-(t:15.441-step:361-v:1475.947)-(t:15.510-step:362-v:1427.538)-(t:16.638-step:389-v:1411.542)-(t:17.717-step:419-v:1130.808)-(t:28.834-step:707-v:1012.61)],175.785
ppo,examples/pdptw/pdptw_100/lrc208.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lrc208 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730913420752078,======,7492582.0,[(t:14.486-step:541-v:2494.792)-(t:14.504-step:542-v:2492.582)],597.049
ppo,examples/pdptw/pdptw_100/lrc206.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lrc206 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730902864142437,======,8824326.0,[(t:15.244-step:508-v:2929.855)-(t:15.267-step:509-v:2924.649)-(t:15.287-step:510-v:2923.735)-(t:15.308-step:511-v:2857.158)-(t:15.319-step:512-v:2850.367)-(t:15.344-step:513-v:2848.312)-(t:23.635-step:802-v:2830.782)-(t:23.672-step:803-v:2824.326)],536.949
ppo,examples/pdptw/pdptw_400/LC1_4_8.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LC1_4_8 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730945854185142,======,400003627159.0,[],900.0
ppo,examples/pdptw/pdptw_400/LC1_4_9.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LC1_4_9 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730948736523517,======,402003702659.0,[],900.0
ppo,examples/pdptw/pdptw_100/lc106.txt,r3,900,0,ppo --device=cuda:0 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lc106 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877619922156,======,14605205.0,[(t:10.777-step:324-v:2100.896)-(t:10.817-step:325-v:2086.317)-(t:11.464-step:338-v:1772.295)-(t:11.802-step:352-v:1564.915)-(t:11.843-step:353-v:1560.726)-(t:11.901-step:354-v:1557.731)],426.918
ppo,examples/pdptw/pdptw_100/lrc205.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lrc205 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730902838625048,======,8708975.0,[(t:7.274-step:248-v:2611.215)-(t:7.299-step:249-v:2609.211)-(t:7.325-step:250-v:2607.597)],454.184
ppo,examples/pdptw/pdptw_400/LC2_4_9.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LC2_4_9 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730978281883303,======,392002742521.0,[],900.0
ppo,examples/pdptw/pdptw_400/LC2_4_7.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LC2_4_7 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730957167736217,======,288010607386.0,[],900.0
ppo,examples/pdptw/pdptw_100/lc108.txt,r3,900,0,ppo --device=cuda:2 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lc108 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877643508712,======,13657123.0,[(t:7.488-step:190-v:1686.227)-(t:8.106-step:209-v:1555.589)-(t:8.200-step:210-v:1550.921)-(t:8.216-step:211-v:1540.672)-(t:8.235-step:212-v:1537.993)-(t:8.245-step:213-v:1509.207)-(t:8.274-step:214-v:1503.352)-(t:8.696-step:231-v:1411.924)-(t:8.715-step:232-v:1407.886)-(t:8.724-step:233-v:1405.709)-(t:8.805-step:234-v:1402.46)],374.149
ppo,examples/pdptw/pdptw_100/lc109.txt,r3,900,0,ppo --device=cuda:3 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lc109 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877582888308,======,12530263.0,[(t:7.810-step:215-v:1460.43)],288.724
ppo,examples/pdptw/pdptw_100/lrc107.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lrc107 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730901359334696,======,15668087.0,[(t:7.785-step:203-v:1833.84)-(t:13.549-step:352-v:1803.786)-(t:13.562-step:353-v:1800.668)-(t:13.909-step:367-v:1721.827)-(t:13.928-step:368-v:1715.016)-(t:13.943-step:369-v:1713.923)-(t:13.971-step:370-v:1708.934)-(t:14.002-step:371-v:1694.564)-(t:14.036-step:372-v:1664.717)],241.115
ppo,examples/pdptw/pdptw_400/LR1_4_9.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LR1_4_9 --communication=unix-socket -i=/tmp/pipes/unix-socket-1731033036787028,======,408002530197.0,[],900.0
ppo,examples/pdptw/pdptw_400/LC2_4_8.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LC2_4_8 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730960026435959,======,282012102382.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr107.txt,r3,900,0,ppo --device=cuda:0 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr107 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877551436763,======,16511038.0,[(t:9.950-step:234-v:1829.351)-(t:9.990-step:235-v:1825.634)-(t:10.042-step:236-v:1824.207)-(t:10.546-step:248-v:1811.451)-(t:10.554-step:249-v:1809.273)-(t:10.763-step:250-v:1801.555)-(t:10.820-step:251-v:1787.235)-(t:11.383-step:259-v:1754.919)-(t:11.499-step:260-v:1743.426)-(t:11.741-step:269-v:1666.286)-(t:11.773-step:270-v:1664.382)-(t:12.263-step:283-v:1620.916)-(t:12.305-step:284-v:1606.821)-(t:17.234-step:345-v:1598.314)-(t:43.654-step:849-v:1527.789)-(t:43.759-step:850-v:1516.042)-(t:43.793-step:851-v:1511.038)],246.926
ppo,examples/pdptw/pdptw_400/LC2_4_6.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LC2_4_6 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730950196753223,======,282012293367.0,[],900.0
ppo,examples/pdptw/pdptw_400/LC1_4_6.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LC1_4_6 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730930138893486,======,342015779268.0,[],900.0
ppo,examples/pdptw/pdptw_400/LR2_4_6.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LR2_4_6 --communication=unix-socket -i=/tmp/pipes/unix-socket-1731038468117653,======,280013023698.0,[],900.0
ppo,examples/pdptw/pdptw_400/LR1_4_10.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LR1_4_10 --communication=unix-socket -i=/tmp/pipes/unix-socket-1731037714134030,======,340011761878.0,[],900.0
ppo,examples/pdptw/pdptw_400/LR2_4_8.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LR2_4_8 --communication=unix-socket -i=/tmp/pipes/unix-socket-1731043810028815,======,270010284803.0,[],900.0
ppo,examples/pdptw/pdptw_400/LRC1_4_9.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LRC1_4_9 --communication=unix-socket -i=/tmp/pipes/unix-socket-1731082736258889,======,406002362077.0,[],900.0
ppo,examples/pdptw/pdptw_400/LC2_4_10.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LC2_4_10 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730980373545731,======,272013225160.0,[],900.0
ppo,examples/pdptw/pdptw_400/LRC2_4_8.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LRC2_4_8 --communication=unix-socket -i=/tmp/pipes/unix-socket-1731098525272807,======,388003868883.0,[],900.0
ppo,examples/pdptw/pdptw_400/LR1_4_8.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LR1_4_8 --communication=unix-socket -i=/tmp/pipes/unix-socket-1731031172349990,======,300011806725.0,[],900.0
ppo,examples/pdptw/pdptw_400/LRC1_4_6.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LRC1_4_6 --communication=unix-socket -i=/tmp/pipes/unix-socket-1731060048237709,======,278024421878.0,[],900.0
ppo,examples/pdptw/pdptw_400/LR1_4_6.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LR1_4_6 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730982523251349,======,294021798622.0,[],900.0
ppo,examples/pdptw/pdptw_400/LC1_4_10.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LC1_4_10 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730948664583230,======,290020577643.0,[],900.0
ppo,examples/pdptw/pdptw_100/lr112.txt,r3,900,0,ppo --device=cuda:5 --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-lr112 --communication=unix-socket -i=/tmp/pipes/unix-socket-1730877650706437,======,15562926.0,[(t:10.276-step:239-v:1970.925)-(t:12.484-step:259-v:1871.823)-(t:12.588-step:260-v:1866.283)-(t:13.081-step:272-v:1735.014)-(t:13.112-step:273-v:1731.21)-(t:13.135-step:274-v:1730.129)-(t:13.169-step:275-v:1727.743)-(t:13.251-step:276-v:1721.515)-(t:13.266-step:277-v:1716.388)-(t:24.543-step:474-v:1636.802)-(t:24.586-step:475-v:1634.767)-(t:66.128-step:1260-v:1633.829)-(t:94.574-step:1776-v:1631.782)-(t:112.065-step:2207-v:1602.435)-(t:112.082-step:2208-v:1599.911)-(t:112.157-step:2209-v:1593.709)-(t:112.189-step:2210-v:1576.373)-(t:112.204-step:2211-v:1575.201)-(t:112.220-step:2212-v:1574.245)-(t:112.248-step:2213-v:1562.926)],332.043
ppo,examples/pdptw/pdptw_400/LRC1_4_10.txt,r3,900,0,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=0 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-pdptw_all-15m/pdptw-LRC1_4_10 --communication=unix-socket -i=/tmp/pipes/unix-socket-1731089772462629,======,288018786788.0,[],900.0
