instance,bandit,timeout,unroutedNodes,nVehicles,travelLength,objective,integralPrimalGap,solOverTime
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc102.txt,dqn,300,0,13,,14182994,234940.3228309414,[(t:152.054-v:2614.569)-(t:172.855-v:2351.238)-(t:184.547-v:2351.095)-(t:187.775-v:2347.061)-(t:193.696-v:2339.033)-(t:196.951-v:2274.331)-(t:199.734-v:2269.054)-(t:202.458-v:2266.376)-(t:205.356-v:2233.234)-(t:208.096-v:2199.591)-(t:211.477-v:2193.610)-(t:214.512-v:2191.544)-(t:217.134-v:2191.167)-(t:219.482-v:2140.053)-(t:221.840-v:2138.873)-(t:224.080-v:2117.798)-(t:226.627-v:2062.997)-(t:232.200-v:1996.712)-(t:235.718-v:1988.050)-(t:238.977-v:1918.859)-(t:241.161-v:1909.245)-(t:243.612-v:1852.194)-(t:245.949-v:1802.490)-(t:249.411-v:1798.284)-(t:252.850-v:1760.338)-(t:255.205-v:1638.655)-(t:257.322-v:1587.319)-(t:259.870-v:1536.010)-(t:262.518-v:1531.686)-(t:264.747-v:1516.155)-(t:267.198-v:1491.517)-(t:269.759-v:1489.046)-(t:272.530-v:1488.652)-(t:275.022-v:1402.358)-(t:277.752-v:1401.737)-(t:280.777-v:1400.199)-(t:283.519-v:1364.624)-(t:285.564-v:1357.236)-(t:288.480-v:1311.940)-(t:291.714-v:1291.026)-(t:294.757-v:1210.402)-(t:297.848-v:1188.086)-(t:300.381-v:1182.994)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_1.txt,dqn,300,498,23,,498028838041,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_3.txt,dqn,300,490,17,,490023035136,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc101.txt,dqn,300,0,11,,11869913,214678.85575871842,[(t:152.599-v:1929.343)-(t:195.049-v:1769.778)-(t:198.398-v:1738.520)-(t:204.560-v:1716.238)-(t:211.026-v:1702.020)-(t:214.002-v:1662.491)-(t:216.254-v:1624.658)-(t:218.791-v:1611.278)-(t:221.326-v:1605.828)-(t:225.941-v:1604.873)-(t:228.418-v:1562.320)-(t:231.015-v:1561.863)-(t:234.257-v:1477.999)-(t:237.416-v:1439.436)-(t:240.299-v:1429.747)-(t:242.613-v:1429.148)-(t:245.399-v:1425.293)-(t:248.940-v:1382.211)-(t:251.868-v:1376.929)-(t:254.504-v:1340.888)-(t:256.934-v:1309.105)-(t:259.300-v:1307.955)-(t:262.161-v:1300.669)-(t:264.741-v:1296.358)-(t:267.695-v:1194.279)-(t:270.627-v:1131.633)-(t:273.484-v:1130.332)-(t:276.309-v:1090.207)-(t:278.862-v:1084.854)-(t:280.787-v:1023.945)-(t:283.223-v:943.304)-(t:285.755-v:869.913)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_4.txt,dqn,300,504,15,,504020543499,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc103.txt,dqn,300,0,12,,13171491,220542.42116774496,[(t:175.972-v:2023.740)-(t:181.071-v:2021.759)-(t:186.471-v:1993.960)-(t:188.813-v:1993.562)-(t:191.486-v:1992.977)-(t:194.180-v:1992.391)-(t:199.969-v:1964.679)-(t:203.175-v:1932.841)-(t:205.458-v:1926.279)-(t:209.042-v:1896.540)-(t:211.947-v:1890.924)-(t:214.401-v:1875.770)-(t:216.836-v:1871.837)-(t:219.379-v:1846.242)-(t:222.110-v:1843.688)-(t:224.664-v:1720.197)-(t:227.356-v:1716.729)-(t:229.806-v:1716.576)-(t:233.327-v:1714.185)-(t:236.825-v:1673.759)-(t:239.906-v:1673.630)-(t:242.275-v:1669.955)-(t:244.983-v:1663.183)-(t:248.300-v:1553.412)-(t:251.213-v:1536.193)-(t:256.246-v:1530.418)-(t:259.398-v:1525.873)-(t:261.613-v:1515.692)-(t:264.306-v:1511.840)-(t:267.279-v:1461.646)-(t:269.711-v:1386.885)-(t:272.369-v:1383.421)-(t:275.037-v:1334.968)-(t:277.744-v:1333.090)-(t:280.494-v:1330.363)-(t:283.100-v:1329.390)-(t:285.430-v:1248.770)-(t:288.567-v:1222.951)-(t:291.337-v:1213.232)-(t:294.332-v:1171.491)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_5.txt,dqn,300,496,25,,496031053071,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc104.txt,dqn,300,0,13,,14759663,230285.61537371675,[(t:143.426-v:1982.292)-(t:214.337-v:1980.269)-(t:220.794-v:1969.675)-(t:224.176-v:1968.463)-(t:227.168-v:1963.496)-(t:230.024-v:1962.674)-(t:231.920-v:1961.360)-(t:235.134-v:1951.769)-(t:237.394-v:1951.519)-(t:240.643-v:1942.775)-(t:243.419-v:1937.317)-(t:245.419-v:1889.890)-(t:248.084-v:1885.522)-(t:250.628-v:1880.533)-(t:253.083-v:1880.369)-(t:256.377-v:1879.182)-(t:259.281-v:1875.604)-(t:262.011-v:1873.001)-(t:264.933-v:1868.098)-(t:267.560-v:1865.449)-(t:270.219-v:1862.521)-(t:273.325-v:1861.488)-(t:276.041-v:1860.055)-(t:279.394-v:1856.882)-(t:283.256-v:1825.255)-(t:286.244-v:1824.577)-(t:288.640-v:1823.813)-(t:291.988-v:1807.772)-(t:294.729-v:1801.913)-(t:297.297-v:1801.765)-(t:299.734-v:1763.218)-(t:300.817-v:1759.663)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc105.txt,dqn,300,0,11,,11857093,112911.4996159281,[(t:84.709-v:1537.607)-(t:105.055-v:1461.912)-(t:111.063-v:1457.545)-(t:112.551-v:1409.550)-(t:113.769-v:1407.994)-(t:115.150-v:1379.128)-(t:116.221-v:1342.168)-(t:117.260-v:1281.940)-(t:119.171-v:1280.495)-(t:122.374-v:1250.751)-(t:123.541-v:1164.986)-(t:125.048-v:1119.385)-(t:126.539-v:1105.491)-(t:128.101-v:1104.746)-(t:129.904-v:1097.704)-(t:132.098-v:996.101)-(t:133.490-v:939.225)-(t:135.078-v:937.151)-(t:175.886-v:909.112)-(t:177.353-v:857.093)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_2.txt,dqn,300,80,21,,80025048180,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_4.txt,dqn,300,46,19,,46024980767,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_2.txt,dqn,300,234,38,,234046830186,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_3.txt,dqn,300,56,20,,56024860347,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_1.txt,dqn,300,38,30,,38035079111,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_1.txt,dqn,300,266,31,,266038043145,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_5.txt,dqn,300,44,23,,44027482588,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_3.txt,dqn,300,258,20,,258026180669,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_4.txt,dqn,300,276,18,,276023328441,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_5.txt,dqn,300,192,33,,192042106706,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_5.txt,dqn,300,500,24,,500030000607,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_3.txt,dqn,300,522,19,,522024430766,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_1.txt,dqn,300,508,29,,508034492380,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_2.txt,dqn,300,504,28,,504034404239,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc102.txt,dqn,300,0,18,,19765766,239172.05278274935,[(t:153.252-v:2160.699)-(t:188.437-v:2122.041)-(t:191.558-v:2116.712)-(t:195.146-v:2115.697)-(t:198.673-v:2114.005)-(t:205.224-v:2101.536)-(t:208.466-v:2087.150)-(t:218.701-v:2076.774)-(t:222.156-v:2011.869)-(t:225.584-v:1973.169)-(t:229.020-v:1968.342)-(t:232.680-v:1967.033)-(t:239.548-v:1963.372)-(t:243.167-v:1953.112)-(t:246.493-v:1950.912)-(t:249.726-v:1947.860)-(t:253.596-v:1945.062)-(t:257.231-v:1907.520)-(t:264.282-v:1905.854)-(t:267.395-v:1899.289)-(t:270.993-v:1881.271)-(t:274.570-v:1851.094)-(t:277.850-v:1847.815)-(t:281.260-v:1799.710)-(t:285.064-v:1794.957)-(t:288.511-v:1793.631)-(t:291.927-v:1793.567)-(t:295.685-v:1783.846)-(t:299.302-v:1767.924)-(t:301.653-v:1765.766)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc101.txt,dqn,300,0,13,,14004906,207730.3364222092,[(t:141.875-v:1996.061)-(t:182.071-v:1714.424)-(t:191.773-v:1713.817)-(t:196.087-v:1704.306)-(t:198.324-v:1688.064)-(t:201.001-v:1661.374)-(t:203.618-v:1647.156)-(t:207.011-v:1621.068)-(t:209.605-v:1594.879)-(t:211.868-v:1566.737)-(t:215.468-v:1566.464)-(t:218.807-v:1565.870)-(t:221.104-v:1526.981)-(t:223.993-v:1525.770)-(t:227.186-v:1485.979)-(t:230.076-v:1484.177)-(t:233.704-v:1451.944)-(t:237.256-v:1431.123)-(t:240.574-v:1408.937)-(t:243.019-v:1338.829)-(t:245.250-v:1338.198)-(t:247.960-v:1275.600)-(t:251.134-v:1268.314)-(t:254.491-v:1264.003)-(t:257.527-v:1161.924)-(t:260.077-v:1103.799)-(t:263.019-v:1078.963)-(t:266.171-v:1004.906)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc103.txt,dqn,300,0,15,,16737849,213271.30248758386,[(t:154.425-v:1737.849)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_4.txt,dqn,300,550,10,,550012918252,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc104.txt,dqn,300,0,12,,14028401,247577.15861394524,[(t:165.656-v:2428.491)-(t:175.435-v:2424.401)-(t:178.170-v:2422.001)-(t:181.187-v:2390.776)-(t:184.185-v:2389.414)-(t:186.934-v:2360.357)-(t:189.153-v:2359.674)-(t:191.682-v:2358.459)-(t:194.050-v:2356.845)-(t:196.201-v:2356.746)-(t:198.536-v:2355.531)-(t:201.254-v:2354.367)-(t:203.790-v:2352.290)-(t:206.848-v:2313.140)-(t:209.320-v:2309.341)-(t:211.681-v:2308.083)-(t:214.485-v:2301.866)-(t:217.614-v:2299.595)-(t:220.346-v:2299.254)-(t:223.150-v:2192.341)-(t:226.561-v:2188.627)-(t:229.413-v:2184.543)-(t:231.419-v:2182.215)-(t:233.939-v:2169.302)-(t:237.127-v:2125.186)-(t:240.022-v:2122.750)-(t:242.519-v:2118.051)-(t:244.813-v:2116.526)-(t:247.515-v:2113.500)-(t:250.244-v:2112.317)-(t:253.212-v:2111.554)-(t:256.012-v:2110.933)-(t:258.586-v:2093.496)-(t:261.185-v:2092.188)-(t:263.824-v:2087.489)-(t:266.265-v:2086.961)-(t:269.247-v:2085.046)-(t:272.006-v:2084.448)-(t:274.406-v:2083.219)-(t:277.198-v:2050.650)-(t:279.795-v:2049.187)-(t:282.678-v:2049.121)-(t:285.828-v:2043.793)-(t:289.092-v:2043.402)-(t:292.279-v:2030.648)-(t:295.779-v:2029.868)-(t:298.580-v:2029.642)-(t:305.874-v:2028.401)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc105.txt,dqn,300,0,12,,12973801,131268.32226600306,[(t:80.365-v:1777.819)-(t:100.062-v:1710.831)-(t:104.082-v:1692.978)-(t:105.608-v:1662.035)-(t:106.553-v:1661.925)-(t:107.605-v:1656.208)-(t:108.601-v:1642.099)-(t:109.938-v:1606.540)-(t:111.222-v:1548.906)-(t:112.524-v:1547.306)-(t:113.472-v:1535.367)-(t:114.547-v:1497.519)-(t:115.522-v:1496.218)-(t:116.806-v:1493.173)-(t:118.285-v:1491.683)-(t:119.381-v:1453.835)-(t:120.332-v:1452.115)-(t:121.291-v:1391.837)-(t:122.277-v:1339.605)-(t:123.348-v:1283.512)-(t:124.365-v:1280.504)-(t:125.260-v:1228.945)-(t:126.089-v:1219.995)-(t:127.506-v:1167.943)-(t:128.775-v:1157.445)-(t:130.057-v:1156.897)-(t:131.136-v:1083.128)-(t:132.227-v:1017.920)-(t:180.622-v:973.801)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_4.txt,dqn,300,106,11,,106014042324,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_3.txt,dqn,300,90,16,,90020147800,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_2.txt,dqn,300,306,23,,306028027481,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_1.txt,dqn,300,300,34,,300040055894,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_1.txt,dqn,300,64,31,,64036266216,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_5.txt,dqn,300,68,20,,68024317826,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_2.txt,dqn,300,64,28,,64032721009,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_3.txt,dqn,300,294,22,,294027852801,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_4.txt,dqn,300,278,20,,278025367757,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_5.txt,dqn,300,180,38,,180048365587,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc103.txt,dqn,300,0,13,,14148576,233344.13469161897,[(t:197.695-v:1910.552)-(t:200.898-v:1909.035)-(t:210.536-v:1906.259)-(t:212.672-v:1901.550)-(t:216.228-v:1889.705)-(t:218.673-v:1887.631)-(t:221.217-v:1887.374)-(t:224.514-v:1886.024)-(t:226.498-v:1836.376)-(t:229.270-v:1760.666)-(t:231.652-v:1753.990)-(t:238.201-v:1744.224)-(t:241.854-v:1708.953)-(t:245.049-v:1637.492)-(t:248.122-v:1623.443)-(t:250.820-v:1622.012)-(t:254.940-v:1619.970)-(t:258.518-v:1617.348)-(t:262.023-v:1545.311)-(t:265.043-v:1514.207)-(t:268.200-v:1512.910)-(t:271.167-v:1510.233)-(t:273.709-v:1492.656)-(t:276.555-v:1359.226)-(t:278.894-v:1356.756)-(t:281.819-v:1352.887)-(t:284.043-v:1333.872)-(t:287.237-v:1248.655)-(t:290.383-v:1222.701)-(t:293.841-v:1150.017)-(t:296.753-v:1149.617)-(t:300.316-v:1148.576)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_1.txt,dqn,300,496,32,,496038663619,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc101.txt,dqn,300,0,12,,12942174,199753.94021473292,[(t:142.423-v:1660.076)-(t:195.091-v:1517.613)-(t:207.540-v:1512.636)-(t:214.255-v:1488.918)-(t:217.205-v:1451.494)-(t:219.976-v:1451.384)-(t:223.619-v:1451.025)-(t:226.915-v:1408.472)-(t:230.715-v:1407.453)-(t:233.421-v:1366.124)-(t:236.516-v:1336.385)-(t:239.093-v:1335.868)-(t:242.051-v:1284.759)-(t:245.304-v:1223.450)-(t:248.419-v:1121.371)-(t:251.698-v:1105.896)-(t:254.594-v:1094.932)-(t:257.414-v:1089.886)-(t:259.981-v:1082.403)-(t:262.510-v:1027.369)-(t:266.067-v:1020.498)-(t:268.847-v:1015.565)-(t:272.445-v:942.174)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_3.txt,dqn,300,500,23,,500031618506,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_2.txt,dqn,300,484,21,,484027193513,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc104.txt,dqn,300,0,12,,13308261,250618.7642966627,[(t:220.997-v:1453.603)-(t:228.108-v:1453.331)-(t:235.540-v:1451.914)-(t:238.719-v:1448.005)-(t:241.843-v:1426.785)-(t:245.107-v:1392.503)-(t:248.274-v:1390.650)-(t:251.380-v:1387.501)-(t:254.746-v:1357.465)-(t:258.127-v:1356.640)-(t:261.293-v:1356.151)-(t:265.157-v:1351.170)-(t:268.719-v:1349.776)-(t:272.210-v:1336.040)-(t:275.530-v:1335.859)-(t:278.630-v:1334.990)-(t:282.055-v:1327.918)-(t:285.491-v:1327.462)-(t:288.828-v:1320.048)-(t:291.644-v:1317.880)-(t:294.891-v:1317.687)-(t:298.143-v:1315.299)-(t:300.652-v:1308.261)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_4.txt,dqn,300,500,16,,500022746393,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc102.txt,dqn,300,0,17,,18634566,233568.82183077198,[(t:135.788-v:2139.253)-(t:270.395-v:1793.564)-(t:274.633-v:1790.323)-(t:278.455-v:1744.542)-(t:282.026-v:1718.131)-(t:285.912-v:1696.672)-(t:289.213-v:1690.696)-(t:292.587-v:1682.808)-(t:296.192-v:1636.098)-(t:300.100-v:1634.624)-(t:301.869-v:1634.566)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_5.txt,dqn,300,506,24,,506030207327,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc105.txt,dqn,300,0,11,,12078005,128495.75752521712,[(t:58.149-v:2458.703)-(t:69.310-v:2374.381)-(t:71.402-v:2373.944)-(t:72.096-v:2363.183)-(t:73.396-v:2286.894)-(t:74.824-v:2270.339)-(t:75.861-v:2257.280)-(t:76.656-v:2192.909)-(t:77.382-v:2172.801)-(t:78.101-v:2152.251)-(t:79.542-v:2092.762)-(t:80.478-v:2091.957)-(t:81.499-v:2056.333)-(t:82.319-v:2045.811)-(t:83.166-v:1977.021)-(t:84.019-v:1947.418)-(t:84.890-v:1896.870)-(t:85.706-v:1891.545)-(t:86.450-v:1886.028)-(t:87.335-v:1885.044)-(t:88.015-v:1882.016)-(t:88.753-v:1805.655)-(t:89.444-v:1722.435)-(t:90.120-v:1684.864)-(t:90.823-v:1631.706)-(t:91.633-v:1630.106)-(t:92.483-v:1566.227)-(t:93.351-v:1497.613)-(t:94.702-v:1370.708)-(t:95.798-v:1328.774)-(t:96.806-v:1328.711)-(t:97.591-v:1260.666)-(t:98.520-v:1207.269)-(t:99.349-v:1204.452)-(t:100.151-v:1152.433)-(t:101.094-v:1151.885)-(t:101.776-v:1078.005)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_4.txt,dqn,300,44,19,,44025463243,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_2.txt,dqn,300,64,28,,64032687133,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_5.txt,dqn,300,62,22,,62026306456,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_1.txt,dqn,300,270,26,,270031683097,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_3.txt,dqn,300,40,23,,40028471557,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_1.txt,dqn,300,64,27,,64032073966,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_3.txt,dqn,300,286,18,,286023599763,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_4.txt,dqn,300,278,15,,278021643478,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_2.txt,dqn,300,298,22,,298027511361,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_5.txt,dqn,300,186,42,,186052236619,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_3.txt,dqn,300,536,14,,536018185241,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_4.txt,dqn,300,514,16,,514021713790,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc102.txt,dqn,300,0,16,,17639808,247173.66719825534,[(t:178.809-v:2024.051)-(t:234.832-v:1963.815)-(t:238.344-v:1961.067)-(t:241.665-v:1960.792)-(t:249.112-v:1958.310)-(t:253.055-v:1920.898)-(t:256.902-v:1843.956)-(t:260.572-v:1798.388)-(t:264.904-v:1795.147)-(t:268.665-v:1790.033)-(t:272.156-v:1751.780)-(t:275.443-v:1734.093)-(t:278.892-v:1732.943)-(t:282.280-v:1709.166)-(t:289.469-v:1707.726)-(t:293.705-v:1663.657)-(t:297.991-v:1639.839)-(t:301.269-v:1639.808)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_2.txt,dqn,300,532,17,,532020794414,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_1.txt,dqn,300,514,20,,514025957772,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc101.txt,dqn,300,0,14,,15316556,234288.72077283918,[(t:177.900-v:1685.772)-(t:240.598-v:1547.886)-(t:244.186-v:1527.556)-(t:248.018-v:1469.476)-(t:251.491-v:1434.148)-(t:254.984-v:1432.281)-(t:258.595-v:1427.815)-(t:265.948-v:1425.741)-(t:269.330-v:1414.154)-(t:272.833-v:1394.746)-(t:276.297-v:1391.674)-(t:279.684-v:1390.446)-(t:283.314-v:1380.484)-(t:287.049-v:1370.906)-(t:290.458-v:1327.824)-(t:293.976-v:1320.210)-(t:297.668-v:1319.624)-(t:301.283-v:1316.556)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc103.txt,dqn,300,0,13,,14895314,230034.68322595934,[(t:158.741-v:2250.367)-(t:188.305-v:2194.202)-(t:202.841-v:2143.995)-(t:209.594-v:2139.969)-(t:212.469-v:2130.980)-(t:216.148-v:2128.943)-(t:219.468-v:2126.969)-(t:223.397-v:2113.958)-(t:227.262-v:2078.668)-(t:230.011-v:2072.691)-(t:233.242-v:2070.655)-(t:236.971-v:2069.383)-(t:240.773-v:2067.320)-(t:244.158-v:2061.343)-(t:247.079-v:2056.836)-(t:250.628-v:2052.941)-(t:253.449-v:2052.326)-(t:256.619-v:2042.836)-(t:259.842-v:2040.363)-(t:262.194-v:2007.823)-(t:268.180-v:1977.474)-(t:272.038-v:1973.341)-(t:275.808-v:1972.755)-(t:278.706-v:1948.833)-(t:282.846-v:1945.937)-(t:286.579-v:1905.505)-(t:289.999-v:1902.164)-(t:292.645-v:1900.614)-(t:295.402-v:1900.391)-(t:298.592-v:1898.624)-(t:301.230-v:1895.314)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc104.txt,dqn,300,0,12,,13956771,243091.11785438273,[(t:170.516-v:1956.771)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_600/LC1_6_5.txt,dqn,300,510,23,,510028269673,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_100/lc105.txt,dqn,300,0,12,,12973801,102679.1220136526,[(t:35.545-v:1953.184)-(t:58.398-v:1877.512)-(t:58.989-v:1826.769)-(t:59.574-v:1820.228)-(t:60.256-v:1722.118)-(t:60.852-v:1709.989)-(t:61.490-v:1649.711)-(t:62.099-v:1576.266)-(t:63.005-v:1571.677)-(t:63.708-v:1472.717)-(t:64.296-v:1464.575)-(t:64.933-v:1462.724)-(t:65.734-v:1424.876)-(t:66.408-v:1417.507)-(t:67.066-v:1395.218)-(t:67.787-v:1310.001)-(t:68.428-v:1309.453)-(t:69.023-v:1235.645)-(t:69.653-v:1170.437)-(t:162.486-v:1144.203)-(t:167.583-v:1058.406)-(t:172.844-v:1050.142)-(t:178.018-v:973.853)-(t:194.445-v:973.801)]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_2.txt,dqn,300,42,31,,42036814200,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_1.txt,dqn,300,94,25,,94028514797,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_200/LC1_2_3.txt,dqn,300,32,24,,32029440673,300000.0,[]
/gpfs/home/acad/ulb-qsec/yanneke/LearningForOptimizing/examples/pdptw/pdptw_400/LC1_4_3.txt,dqn,300,316,15,,316019171563,300000.0,[]
