bandit,instance,reward,timeout,seed,-a,Result,bestObj,solOverTime,integralPrimalGap,history
ppo,examples/tsp/tsplib/kroD100.tsp,r3,900,1,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=1 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-kroD100 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822191685701768,======,98005586344.0,[],900.0,[]
ppo,examples/tsp/tsplib/att48.tsp,r3,900,1,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=1 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-att48 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822192421516990,======,47000000000.0,[],900.0,[]
ppo,examples/tsp/tsplib/dantzig42.tsp,r3,900,1,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=1 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-dantzig42 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822192608781739,======,41000000000.0,[],900.0,[]
ppo,examples/tsp/tsplib/pr439.tsp,r3,900,1,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=1 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-pr439 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822193138387005,======,438000000000.0,[],900.0,[]
ppo,examples/tsp/tsplib/fri26.tsp,r3,900,1,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=1 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-fri26 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822194141718195,======,25000000000.0,[],900.0,[]
ppo,examples/tsp/tsplib/kroB100.tsp,r3,900,1,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=1 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-kroB100 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822195137366664,======,98005213858.0,[],900.0,[]
ppo,examples/tsp/tsplib/gr120.tsp,r3,900,1,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=1 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-gr120 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822196773753035,======,119000000000.0,[],900.0,[]
ppo,examples/tsp/tsplib/bays29.tsp,r3,900,1,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=1 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-bays29 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822196857726072,======,28000000000.0,[],900.0,[]
ppo,examples/tsp/tsplib/pr124.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-pr124 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822198191625662,======,121001500000.0,[],900.0,[]
ppo,examples/tsp/tsplib/p654.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-p654 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822197694506490,======,652002186606.0,[],900.0,[]
ppo,examples/tsp/tsplib/brazil58.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-brazil58 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822198300144119,======,56005270000.0,[],900.0,[]
ppo,examples/tsp/tsplib/pr107.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-pr107 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822198705516542,======,105000800000.0,[],900.0,[]
ppo,examples/tsp/tsplib/gr666.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-gr666 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822199925190519,======,664004194458.0,[],900.0,[]
ppo,examples/tsp/tsplib/pr136.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-pr136 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822201613073292,======,134003950000.0,[],900.0,[]
ppo,examples/tsp/tsplib/si175.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-si175 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822202246567186,======,173000226000.0,[],900.0,[]
ppo,examples/tsp/tsplib/kroB150.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-kroB150 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822203308866844,======,146004736067.0,[],900.0,[]
ppo,examples/tsp/tsplib/pr226.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-pr226 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822205162834496,======,224002002498.0,[],900.0,[]
ppo,examples/tsp/tsplib/gil262.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-gil262 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822205706332349,======,260000304690.0,[],900.0,[]
ppo,examples/tsp/tsplib/gr137.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-gr137 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822206533318083,======,135001663856.0,[],900.0,[]
ppo,examples/tsp/tsplib/bier127.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-bier127 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822207094802536,======,125001312390.0,[],900.0,[]
ppo,examples/tsp/tsplib/eil101.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-eil101 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822208295718046,======,98000081527.0,[],900.0,[]
ppo,examples/tsp/tsplib/kroA100.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-kroA100 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822208207814452,======,98003385660.0,[],900.0,[]
ppo,examples/tsp/tsplib/pr76.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-pr76 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822207493304422,======,73007665328.0,[],900.0,[]
ppo,examples/tsp/tsplib/eil51.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-eil51 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822209479369452,======,49000024738.0,[],900.0,[]
ppo,examples/tsp/tsplib/rd100.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-rd100 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822208972638884,======,98002268694.0,[],900.0,[]
ppo,examples/tsp/tsplib/eil76.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-eil76 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822210341273551,======,73000061789.0,[],900.0,[]
ppo,examples/tsp/tsplib/kroC100.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-kroC100 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822210772642524,======,98003399092.0,[],900.0,[]
ppo,examples/tsp/tsplib/gr24.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-gr24 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822211813684813,======,22000514000.0,[],900.0,[]
ppo,examples/tsp/tsplib/rat575.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-rat575 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822212387561963,======,573000037364.0,[],900.0,[]
ppo,examples/tsp/tsplib/rd400.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-rd400 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822214034675752,======,397001133643.0,[],900.0,[]
ppo,examples/tsp/tsplib/kroD100.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-kroD100 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822214485392527,======,98005586344.0,[],900.0,[]
ppo,examples/tsp/tsplib/rat783.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-rat783 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822215024454061,======,781000072000.0,[],900.0,[]
ppo,examples/tsp/tsplib/att48.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-att48 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822215208839062,======,45003011000.0,[],900.0,[]
ppo,examples/tsp/tsplib/dantzig42.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-dantzig42 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822215713611144,======,40000016000.0,[],900.0,[]
ppo,examples/tsp/tsplib/kroB100.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-kroB100 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822216857400359,======,98005213858.0,[],900.0,[]
ppo,examples/tsp/tsplib/fri26.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-fri26 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822216707058015,======,22000271000.0,[],900.0,[]
ppo,examples/tsp/tsplib/bays29.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-bays29 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822218523928220,======,27000214000.0,[],900.0,[]
ppo,examples/tsp/tsplib/gr120.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-gr120 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822218356439036,======,118001068000.0,[],900.0,[]
ppo,examples/tsp/tsplib/pr124.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-pr124 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822220217621203,======,116005301523.0,[],900.0,[]
ppo,examples/tsp/tsplib/gr666.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-gr666 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822223529581072,======,658010506429.0,[],900.0,[]
ppo,examples/tsp/tsplib/d657.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-d657 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822223694923740,======,649003863484.0,[],900.0,[]
ppo,examples/tsp/tsplib/pr136.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-pr136 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822224448952514,======,105044153142.0,[],900.0,[]
ppo,examples/tsp/tsplib/si175.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-si175 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822225482373700,======,171000837000.0,[],900.0,[]
ppo,examples/tsp/tsplib/gr137.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-gr137 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822228010736161,======,133003898624.0,[],900.0,[]
ppo,examples/tsp/tsplib/si535.tsp,r3,900,2,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=2 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-si535 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822230253805520,======,533000560000.0,[],900.0,[]
ppo,examples/tsp/tsplib/bier127.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-bier127 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822229537900658,======,99027868637.0,[],900.0,[]
ppo,examples/tsp/tsplib/pr76.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-pr76 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822231335249340,======,68013361987.0,[],900.0,[]
ppo,examples/tsp/tsplib/kroA100.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-kroA100 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822232978437430,======,96007467167.0,[],900.0,[]
ppo,examples/tsp/tsplib/eil101.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-eil101 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822233114778856,======,93000133344.0,[],900.0,[]
ppo,examples/tsp/tsplib/rd100.tsp,r3,900,3,ppo --device=auto-gpu --c1-start=0.34 --c1-end=0.06 --c1-n-secs=196 --c2-start=0.39 --c2-end=0.2 --c2-n-secs=431 --n-epochs=65 --lr-critic=7.315462310749335E-4 --clipping=11.799185331865313 --batch-size=15 --seed=3 --disable-training-logs --memory-size=1015 --lr=0.0018103176507973232 --logdir=logs/ppo-tsp_all-15m-r3/tsp-rd100 --communication=unix-socket -i=/tmp/pipes/unix-socket-1822234148950127,======,96002448187.0,[],900.0,[]
