instance,bandit,timeout,unroutedNodes,nVehicles,travelLength,objective
bench/lc103.txt,epsilonGreedy,300,0,10,828.089,10828089
bench/lc105.txt,epsilonGreedy,300,0,10,828.96,10828960
bench/LC1_6_1.txt,bestSlopeFirst,300,0,74,17668.553,91668553
bench/LC1_6_2.txt,bestSlopeFirst,300,0,69,18000.768,87000768
bench/LC1_6_3.txt,bestSlopeFirst,300,28,68,19174.328,28087174328
bench/LC1_6_4.txt,bestSlopeFirst,300,0,61,19629.383,80629383
bench/LC1_6_5.txt,bestSlopeFirst,300,0,72,18100.147,90100147
bench/LC1_2_2.txt,bestSlopeFirst,300,0,21,3183.286,24183286
bench/LC1_2_1.txt,bestSlopeFirst,300,0,21,2874.905,23874905
bench/LC1_2_3.txt,bestSlopeFirst,300,0,19,3091.254,22091254
bench/LC1_2_4.txt,bestSlopeFirst,300,0,19,3296.791,22296791
bench/LC1_2_5.txt,bestSlopeFirst,300,0,22,2917.439,24917439
bench/LC1_4_1.txt,bestSlopeFirst,300,0,45,8035.479,53035479
bench/LC1_4_2.txt,bestSlopeFirst,300,0,46,8897.976,54897976
bench/LC1_4_3.txt,bestSlopeFirst,300,0,42,8833.475,50833475
